"League","Away Team","S","EX","EN","F","I","R","Score","Results","Home Team","S","EX","EN","F","I","R","Score","Results"
"MLB","Angels","35.0","26.0","49.0","35.0","53.0","33.0","2.0","W","Astros","38.0","27.0","52.0","38.0","53.0","38.0","0.0","L"
"MLB","Padres","48.0","33.0","49.0","36.0","55.0","51.0","13.0","W","Rockies","35.0","29.0","50.0","31.0","54.0","39.0","5.0","L"
"MLB","Nationals","32.0","36.0","44.0","27.0","53.0","27.0","2.0","L","Giants","36.0","35.0","56.0","39.0","54.0","37.0","4.0","W"
"NHL","Bruins","44.0","50.0","50.0","36.0","53.0","41.0","1.0","L","Maple Leafs","36.0","35.0","53.0","33.0","56.0","38.0","3.0","W"
"NHL","Capitals","30.0","33.0","47.0","26.0","55.0","29.0","6.0","W","Blue Jackets","30.0","27.0","44.0","30.0","53.0","27.0","3.0","L"
"MLB","Royals","40.0","48.0","52.0","38.0","55.0","39.0","2.0","L","Tigers","40.0","16.0","54.0","32.0","51.0","45.0","3.0","W"
"MLB","Pirates","25.0","22.0","41.0","29.0","49.0","25.0","1.0","L","Phillies","30.0","22.0","43.0","28.0","51.0","33.0","2.0","W"
"MLB","Indians","30.0","23.0","46.0","32.0","49.0","30.0","1.0","L","Orioles","27.0","26.0","51.0","30.0","51.0","28.0","3.0","W"
"MLB","Royals","34.0","41.0","42.0","29.0","52.0","31.0","3.0","W","Tigers","41.0","32.0","52.0","37.0","54.0","42.0","2.0","L"
"MLB","Twins","28.0","25.0","46.0","28.0","53.0","26.0","7.0","L","Rays","31.0","26.0","57.0","31.0","54.0","35.0","8.0","W"
"MLB","Mets","30.0","24.0","50.0","33.0","50.0","33.0","5.0","W","Braves","29.0","23.0","48.0","30.0","48.0","28.0","3.0","L"
"MLB","Mariners","37.0","19.0","47.0","32.0","53.0","37.0","6.0","W","Rangers","39.0","16.0","47.0","37.0","53.0","44.0","2.0","L"
"MLB","Astros","34.0","18.0","48.0","35.0","53.0","34.0","10.0","W","White Sox","31.0","20.0","41.0","31.0","51.0","32.0","0.0","L"
"MLB","Cubs","25.0","21.0","34.0","23.0","49.0","22.0","16.0","W","Rockies","27.0","23.0","37.0","23.0","50.0","25.0","5.0","L"
"MLB","Giants","26.0","25.0","34.0","24.0","50.0","22.0","8.0","W","Angels","30.0","26.0","34.0","23.0","53.0","33.0","1.0","L"
"MLB","Tigers","36.0","29.0","45.0","33.0","52.0","34.0","13.0","W","Pirates","32.0","22.0","46.0","32.0","52.0","30.0","10.0","L"
"MLB","Diamondbacks","31.0","30.0","48.0","31.0","51.0","32.0","8.0","W","Phillies","34.0","29.0","49.0","35.0","53.0","34.0","4.0","L"
"MLB","Red Sox","40.0","27.0","48.0","34.0","53.0","37.0","3.0","L","Blue Jays","40.0","38.0","54.0","40.0","55.0","40.0","4.0","W"
"MLB","Athletics","33.0","28.0","39.0","30.0","51.0","27.0","3.0","W","Rangers","34.0","29.0","41.0","27.0","53.0","32.0","2.0","L"
"MLB","Mets","33.0","42.0","39.0","25.0","54.0","29.0","6.0","W","Cardinals","33.0","32.0","57.0","40.0","51.0","40.0","5.0","L"
"MLB","Mariners","36.0","38.0","48.0","37.0","53.0","33.0","1.0","W","White Sox","35.0","24.0","50.0","34.0","53.0","36.0","0.0","L"
"MLB","Cubs","37.0","17.0","52.0","37.0","53.0","39.0","10.0","W","Indians","37.0","16.0","56.0","39.0","54.0","43.0","3.0","L"
"MLB","Twins","35.0","16.0","53.0","35.0","52.0","40.0","3.0","L","Yankees","33.0","18.0","50.0","31.0","53.0","34.0","8.0","W"
"MLB","Braves","37.0","21.0","53.0","35.0","53.0","41.0","7.0","L","Reds","40.0","23.0","55.0","36.0","55.0","45.0","9.0","W"
"MLB","Rays","33.0","21.0","55.0","34.0","52.0","35.0","8.0","W","Orioles","37.0","25.0","60.0","36.0","55.0","44.0","4.0","L"
"MLB","Braves","37.0","27.0","48.0","37.0","53.0","35.0","2.0","L","Rockies","31.0","33.0","40.0","27.0","52.0","32.0","3.0","W"
"MLB","Athletics","33.0","28.0","40.0","30.0","52.0","32.0","7.0","W","Angels","33.0","28.0","41.0","26.0","54.0","33.0","3.0","L"
"NHL","Devils","33.0","28.0","44.0","29.0","53.0","35.0","3.0","L","Capitals","33.0","35.0","50.0","27.0","56.0","36.0","5.0","W"
"NHL","Islanders","30.0","27.0","44.0","28.0","52.0","28.0","4.0","W","Red Wings","33.0","26.0","55.0","31.0","53.0","35.0","3.0","L"
"NHL","Blue Jackets","32.0","29.0","41.0","25.0","54.0","30.0","2.0","L","Predators","31.0","25.0","42.0","27.0","53.0","28.0","4.0","W"
"MLB","Cubs","35.0","28.0","48.0","34.0","53.0","33.0","5.0","W","Brewers","35.0","38.0","48.0","36.0","55.0","36.0","2.0","L"
"MLB","Dodgers","45.0","25.0","50.0","34.0","53.0","45.0","5.0","L","Giants","40.0","27.0","56.0","42.0","54.0","46.0","7.0","W"
"MLB","Marlins","38.0","26.0","47.0","31.0","52.0","39.0","1.0","L","Phillies","46.0","27.0","53.0","36.0","56.0","50.0","20.0","W"
"MLB","Reds","30.0","28.0","44.0","29.0","55.0","34.0","7.0","W","Pirates","32.0","27.0","52.0","38.0","55.0","35.0","4.0","L"
"MLB","Blue Jays","32.0","33.0","42.0","29.0","52.0","34.0","1.0","L","Rangers","39.0","38.0","47.0","37.0","54.0","49.0","5.0","W"
"MLB","Cardinals","35.0","29.0","48.0","34.0","53.0","35.0","5.0","L","Cubs","40.0","24.0","51.0","36.0","54.0","44.0","8.0","W"
"MLB","Astros","32.0","23.0","43.0","30.0","53.0","29.0","9.0","W","Mariners","45.0","30.0","54.0","36.0","55.0","48.0","2.0","L"
"MLB","Blue Jays","47.0","26.0","58.0","43.0","55.0","53.0","3.0","L","Yankees","52.0","23.0","63.0","46.0","59.0","64.0","4.0","W"
"MLB","Pirates","52.0","26.0","62.0","49.0","55.0","57.0","0.0","L","Phillies","37.0","27.0","54.0","34.0","51.0","44.0","7.0","W"
"MLB","Mets","36.0","25.0","48.0","35.0","52.0","40.0","4.0","L","Braves","38.0","25.0","55.0","35.0","55.0","48.0","12.0","W"
"MLB","Marlins","34.0","28.0","46.0","32.0","52.0","32.0","3.0","L","Brewers","39.0","41.0","49.0","34.0","54.0","40.0","12.0","W"
"MLB","Giants","35.0","43.0","49.0","31.0","53.0","32.0","1.0","L","Diamondbacks","35.0","38.0","39.0","31.0","53.0","30.0","3.0","W"
"MLB","Red Sox","38.0","30.0","45.0","35.0","53.0","35.0","8.0","W","Angels","38.0","27.0","45.0","35.0","53.0","35.0","2.0","L"
"MLB","Bruins","40.0","33.0","40.0","30.0","55.0","37.0","3.0","W","Maple Leafs","41.0","25.0","45.0","33.0","56.0","45.0","1.0","L"
"NHL","Capitals","38.0","27.0","51.0","33.0","53.0","41.0","4.0","W","Blue Jackets","37.0","21.0","46.0","31.0","54.0","40.0","1.0","L"
"NHL","Bruins","33.0","23.0","48.0","36.0","51.0","30.0","3.0","L","Flyers","33.0","25.0","47.0","34.0","52.0","33.0","4.0","W"
"MLB","Cardinals","38.0","27.0","54.0","39.0","53.0","38.0","5.0","W","Mets","38.0","27.0","58.0","43.0","54.0","42.0","1.0","L"
"MLB","Red Sox","39.0","25.0","54.0","39.0","53.0","41.0","2.0","W","Rays","43.0","27.0","57.0","43.0","53.0","44.0","1.0","L"
"MLB","Astros","40.0","26.0","57.0","39.0","54.0","41.0","8.0","W","Rangers","36.0","25.0","57.0","41.0","54.0","36.0","2.0","L"
"MLB","Angels","39.0","26.0","62.0","47.0","53.0","39.0","7.0","W","Athletics","41.0","29.0","52.0","43.0","55.0","46.0","4.0","L"
"MLB","Giants","34.0","27.0","45.0","31.0","52.0","32.0","0.0","L","Dodgers","32.0","24.0","42.0","29.0","52.0","31.0","9.0","W"
"NHL","Predators","33.0","27.0","42.0","29.0","52.0","33.0","4.0","W","Lightning","36.0","32.0","45.0","31.0","53.0","36.0","1.0","L"
"NHL","Devils","35.0","25.0","41.0","27.0","52.0","36.0","2.0","W","Canadiens","38.0","29.0","47.0","36.0","53.0","41.0","1.0","L"
"NHL","Capitals","37.0","30.0","47.0","34.0","53.0","40.0","3.0","W","Penguins","36.0","35.0","40.0","33.0","54.0","39.0","1.0","L"
"NHL","Avalanche","34.0","33.0","38.0","31.0","52.0","28.0","3.0","L","Ducks","37.0","32.0","42.0","35.0","54.0","40.0","4.0","W"
"MLB","Angels","29.0","23.0","47.0","34.0","48.0","28.0","8.0","W","Rockies","32.0","22.0","46.0","37.0","49.0","29.0","0.0","L"
"MLB","Astros","25.0","23.0","47.0","31.0","52.0","20.0","4.0","W","Athletics","36.0","28.0","50.0","36.0","50.0","38.0","1.0","L"
"MLB","Red Sox","35.0","32.0","51.0","37.0","50.0","33.0","6.0","L","Yankees","37.0","25.0","57.0","36.0","50.0","41.0","9.0","W"
"MLB","Royals","35.0","29.0","50.0","31.0","51.0","32.0","3.0","L","Orioles","34.0","21.0","54.0","35.0","50.0","34.0","5.0","W"
"MLB","Giants","33.0","19.0","58.0","41.0","50.0","35.0","3.0","L","Phillies","36.0","27.0","55.0","39.0","51.0","39.0","11.0","W"
"MLB","Mets","39.0","44.0","50.0","37.0","52.0","37.0","1.0","L","Reds","34.0","36.0","42.0","29.0","50.0","31.0","2.0","W"
"MLB","Indians","44.0","28.0","57.0","41.0","52.0","46.0","6.0","W","Brewers","47.0","27.0","57.0","40.0","54.0","51.0","2.0","L"
"MLB","Tigers","41.0","19.0","51.0","38.0","52.0","39.0","4.0","L","Rangers","29.0","21.0","39.0","24.0","48.0","27.0","5.0","W"
"MLB","Pirates","24.0","30.0","35.0","19.0","47.0","22.0","6.0","W","White Sox","25.0","26.0","31.0","17.0","47.0","19.0","5.0","L"
"MLB","Marlins","26.0","58.0","36.0","19.0","48.0","23.0","4.0","L","Cubs","27.0","66.0","37.0","21.0","49.0","25.0","13.0","W"
"MLB","Rangers","36.0","38.0","46.0","33.0","52.0","35.0","6.0","W","Blue Jays","37.0","23.0","51.0","38.0","53.0","41.0","4.0","L"
"MLB","Rays","38.0","25.0","46.0","31.0","53.0","41.0","4.0","W","Red Sox","45.0","26.0","55.0","44.0","53.0","49.0","3.0","L"
"MLB","Rockies","41.0","26.0","55.0","38.0","53.0","43.0","1.0","W","Marlins","41.0","30.0","51.0","37.0","54.0","45.0","0.0","L"
"MLB","Mariners","35.0","28.0","52.0","37.0","52.0","37.0","5.0","L","Indians","37.0","30.0","47.0","32.0","55.0","41.0","6.0","W"
"MLB","Reds","29.0","25.0","50.0","36.0","51.0","28.0","15.0","W","Twins","32.0","30.0","49.0","32.0","53.0","39.0","9.0","L"
"MLB","Brewers","39.0","27.0","53.0","38.0","52.0","39.0","2.0","L","Cubs","28.0","25.0","48.0","30.0","50.0","25.0","3.0","W"
"MLB","Tigers","30.0","25.0","41.0","26.0","51.0","29.0","0.0","L","Orioles","30.0","26.0","51.0","30.0","51.0","30.0","6.0","W"
"MLB","Cardinals","31.0","26.0","45.0","29.0","51.0","30.0","5.0","L","Pirates","32.0","30.0","45.0","29.0","51.0","35.0","6.0","W"
"MLB","Diamondbacks","33.0","29.0","47.0","32.0","52.0","33.0","5.0","W","Nationals","35.0","31.0","46.0","33.0","54.0","40.0","4.0","L"
"MLB","Braves","33.0","30.0","47.0","34.0","52.0","30.0","3.0","L","Phillies","35.0","29.0","55.0","34.0","52.0","41.0","7.0","W"
"MLB","Mets","35.0","28.0","45.0","32.0","52.0","33.0","2.0","L","Reds","37.0","27.0","41.0","31.0","53.0","38.0","7.0","W"
"MLB","Braves","44.0","27.0","50.0","33.0","52.0","46.0","1.0","W","Rays","35.0","33.0","54.0","32.0","52.0","35.0","0.0","L"
"MLB","Indians","37.0","31.0","49.0","32.0","51.0","39.0","2.0","L","Brewers","32.0","31.0","48.0","35.0","52.0","37.0","3.0","W"
"MLB","Tigers","31.0","26.0","44.0","30.0","50.0","31.0","7.0","W","Rangers","28.0","25.0","51.0","34.0","50.0","30.0","4.0","L"
"MLB","Marlins","28.0","24.0","40.0","27.0","48.0","26.0","3.0","L","Cubs","30.0","33.0","45.0","32.0","50.0","32.0","4.0","W"
"MLB","Twins","36.0","25.0","54.0","38.0","52.0","38.0","7.0","W","Cardinals","38.0","27.0","53.0","35.0","52.0","41.0","1.0","L"
"MLB","Giants","40.0","25.0","53.0","35.0","52.0","42.0","2.0","L","Phillies","43.0","29.0","59.0","42.0","53.0","47.0","4.0","W"
"MLB","Red Sox","41.0","26.0","52.0","36.0","52.0","41.0","2.0","L","Yankees","43.0","30.0","55.0","37.0","54.0","48.0","3.0","W"
"MLB","Royals","50.0","29.0","67.0","47.0","57.0","58.0","15.0","W","Orioles","42.0","27.0","58.0","42.0","55.0","53.0","7.0","L"
"MLB","Mariners","36.0","25.0","46.0","26.0","50.0","39.0","5.0","W","Blue Jays","37.0","28.0","52.0","29.0","53.0","44.0","0.0","L"
"MLB","Pirates","36.0","29.0","43.0","31.0","52.0","33.0","10.0","W","White Sox","44.0","30.0","47.0","37.0","54.0","46.0","6.0","L"
"MLB","Angels","35.0","29.0","52.0","34.0","52.0","35.0","2.0","L","Rockies","37.0","31.0","41.0","31.0","53.0","40.0","4.0","W"
"MLB","Astros","30.0","29.0","41.0","29.0","53.0","29.0","4.0","W","Athletics","33.0","41.0","39.0","36.0","59.0","38.0","2.0","L"
"MLB","Diamondbacks","33.0","31.0","47.0","41.0","58.0","40.0","8.0","W","Dodgers","34.0","36.0","45.0","35.0","61.0","45.0","5.0","L"
"MLB","Nationals","27.0","35.0","34.0","26.0","59.0","33.0","4.0","W","Padres","34.0","32.0","39.0","34.0","54.0","37.0","0.0","L"
"MLB","Pirates","35.0","28.0","46.0","35.0","53.0","31.0","2.0","L","Phillies","32.0","30.0","48.0","29.0","53.0","34.0","6.0","W"
"MLB","Twins","33.0","33.0","58.0","35.0","54.0","31.0","1.0","L","Rays","35.0","29.0","48.0","34.0","53.0","34.0","10.0","W"
"MLB","Marlins","36.0","30.0","44.0","36.0","53.0","32.0","5.0","L","Brewers","41.0","34.0","47.0","38.0","55.0","47.0","6.0","W"
"MLB","Mets","33.0","30.0","44.0","30.0","53.0","37.0","3.0","L","Braves","32.0","30.0","40.0","28.0","52.0","34.0","4.0","W"
"MLB","Mariners","34.0","23.0","43.0","32.0","50.0","36.0","9.0","W","Rangers","41.0","26.0","54.0","38.0","52.0","53.0","7.0","L"
"MLB","Padres","36.0","31.0","46.0","33.0","52.0","34.0","2.0","L","Diamondbacks","38.0","25.0","50.0","36.0","53.0","39.0","6.0","W"
"MLB","Cubs","31.0","29.0","49.0","29.0","52.0","32.0","2.0","L","Rockies","37.0","27.0","36.0","31.0","53.0","40.0","5.0","W"
"MLB","Red Sox","32.0","27.0","33.0","33.0","52.0","32.0","0.0","L","Athletics","34.0","28.0","36.0","27.0","53.0","35.0","3.0","W"
"MLB","Giants","33.0","30.0","48.0","32.0","52.0","33.0","3.0","L","Angels","36.0","36.0","42.0","27.0","54.0","40.0","4.0","W"
"MLB","Nationals","35.0","29.0","37.0","33.0","53.0","39.0","0.0","L","Dodgers","39.0","34.0","35.0","33.0","57.0","48.0","4.0","W"
"MLB","Pirates","36.0","25.0","53.0","39.0","53.0","37.0","2.0","L","Phillies","33.0","28.0","46.0","31.0","52.0","36.0","3.0","W"
"MLB","Astros","34.0","30.0","47.0","32.0","53.0","36.0","7.0","W","White Sox","37.0","32.0","48.0","37.0","54.0","45.0","1.0","L"
"MLB","Marlins","31.0","30.0","41.0","26.0","52.0","32.0","2.0","L","Brewers","34.0","33.0","47.0","34.0","53.0","37.0","4.0","W"
"MLB","Reds","34.0","29.0","51.0","43.0","53.0","35.0","2.0","L","Cardinals","36.0","31.0","58.0","42.0","55.0","48.0","9.0","W"
"MLB","Mariners","33.0","26.0","44.0","31.0","54.0","33.0","4.0","L","Rangers","40.0","27.0","61.0","40.0","53.0","46.0","7.0","W"
"MLB","Cubs","35.0","29.0","49.0","32.0","52.0","33.0","9.0","W","Rockies","40.0","33.0","46.0","37.0","54.0","40.0","7.0","L"
"MLB","Red Sox","46.0","39.0","58.0","44.0","54.0","48.0","1.0","L","Athletics","38.0","29.0","43.0","30.0","53.0","40.0","4.0","W"
"MLB","Giants","33.0","23.0","42.0","32.0","51.0","30.0","4.0","W","Angels","34.0","19.0","38.0","27.0","52.0","33.0","2.0","L"
"MLB","Padres","32.0","18.0","38.0","31.0","50.0","28.0","2.0","L","Diamondbacks","29.0","21.0","32.0","23.0","52.0","31.0","4.0","W"
"MLB","Nationals","27.0","21.0","35.0","20.0","50.0","25.0","3.0","L","Dodgers","30.0","21.0","33.0","26.0","50.0","28.0","4.0","W"
"MLB","Rockies","44.0","22.0","56.0","41.0","54.0","46.0","0.0","L","Marlins","39.0","22.0","53.0","32.0","52.0","42.0","3.0","W"
"MLB","Mariners","39.0","25.0","52.0","33.0","52.0","42.0","10.0","W","Indians","42.0","28.0","63.0","44.0","53.0","50.0","4.0","L"
"MLB","Diamondbacks","42.0","28.0","58.0","37.0","54.0","46.0","1.0","L","Nationals","46.0","31.0","61.0","41.0","54.0","52.0","3.0","W"
"MLB","Cardinals","34.0","29.0","51.0","36.0","51.0","38.0","0.0","L","Pirates","31.0","31.0","50.0","37.0","52.0","36.0","5.0","W"
"MLB","Braves","28.0","31.0","38.0","24.0","50.0","33.0","10.0","W","Phillies","36.0","29.0","47.0","33.0","53.0","36.0","1.0","L"
"MLB","White Sox","34.0","30.0","46.0","33.0","52.0","33.0","4.0","L","Royals","41.0","23.0","44.0","30.0","53.0","43.0","5.0","W"
"MLB","Brewers","40.0","26.0","51.0","41.0","53.0","44.0","0.0","L","Cubs","40.0","26.0","50.0","37.0","53.0","41.0","2.0","W"
"MLB","Mets","41.0","28.0","49.0","38.0","54.0","42.0","14.0","W","Padres","44.0","31.0","58.0","40.0","57.0","49.0","2.0","L"
"MLB","Dodgers","33.0","32.0","48.0","34.0","55.0","29.0","2.0","L","Giants","37.0","27.0","46.0","36.0","54.0","38.0","4.0","W"
"MLB","Yankees","32.0","26.0","40.0","30.0","54.0","30.0","2.0","W","Angels","36.0","29.0","49.0","31.0","54.0","42.0","1.0","L"
"MLB","Tigers","41.0","31.0","55.0","42.0","57.0","39.0","0.0","L","Pirates","41.0","30.0","53.0","39.0","56.0","40.0","1.0","W"
"MLB","Braves","45.0","33.0","56.0","38.0","58.0","50.0","7.0","W","Reds","37.0","31.0","46.0","30.0","49.0","36.0","4.0","L"
"MLB","Twins","38.0","29.0","54.0","38.0","54.0","36.0","3.0","L","Yankees","39.0","34.0","48.0","33.0","55.0","37.0","4.0","W"
"MLB","Diamondbacks","40.0","35.0","43.0","25.0","52.0","41.0","8.0","W","Phillies","28.0","36.0","32.0","19.0","43.0","26.0","2.0","L"
"MLB","Mets","44.0","43.0","44.0","30.0","55.0","47.0","3.0","L","Cardinals","42.0","39.0","52.0","33.0","58.0","47.0","4.0","W"
"MLB","Mariners","39.0","30.0","49.0","36.0","53.0","38.0","5.0","W","Indians","45.0","41.0","54.0","44.0","66.0","44.0","4.0","L"
"MLB","Rays","48.0","27.0","54.0","38.0","56.0","51.0","9.0","W","Orioles","35.0","22.0","45.0","30.0","46.0","39.0","5.0","L"
"MLB","Red Sox","38.0","29.0","46.0","33.0","52.0","38.0","5.0","W","Blue Jays","35.0","25.0","46.0","32.0","51.0","34.0","4.0","L"
"MLB","Brewers","39.0","27.0","55.0","36.0","55.0","42.0","0.0","L","Cubs","39.0","29.0","59.0","46.0","54.0","43.0","1.0","W"
"MLB","White Sox","35.0","30.0","39.0","25.0","49.0","33.0","6.0","W","Royals","37.0","28.0","50.0","32.0","53.0","40.0","3.0","L"
"MLB","Rays","39.0","37.0","50.0","36.0","53.0","40.0","2.0","L","Angels","39.0","25.0","57.0","38.0","52.0","43.0","5.0","W"
"MLB","Tigers","37.0","44.0","47.0","34.0","52.0","33.0","2.0","L","Mariners","37.0","22.0","51.0","37.0","51.0","38.0","3.0","W"
"MLB","Indians","34.0","19.0","52.0","36.0","52.0","40.0","1.0","L","Astros","35.0","17.0","55.0","40.0","52.0","42.0","3.0","W"
"NHL","Golden Knights","34.0","18.0","59.0","40.0","51.0","37.0","2.0","W","Jets","31.0","21.0","53.0","34.0","50.0","33.0","1.0","L"
"NBA","Rockets","32.0","21.0","52.0","35.0","50.0","30.0","85.0","L","Warriors","32.0","23.0","50.0","27.0","52.0","36.0","126.0","W"
"MLB","Brewers","36.0","32.0","52.0","39.0","53.0","34.0","1.0","L","Twins","34.0","33.0","51.0","39.0","52.0","34.0","3.0","W"
"MLB","Rangers","30.0","26.0","44.0","29.0","51.0","28.0","0.0","L","White Sox","36.0","33.0","48.0","38.0","51.0","36.0","3.0","W"
"MLB","Yankees","34.0","32.0","49.0","39.0","52.0","35.0","10.0","W","Royals","35.0","39.0","54.0","34.0","51.0","35.0","1.0","L"
"MLB","Phillies","35.0","35.0","45.0","36.0","52.0","36.0","1.0","L","Cardinals","35.0","39.0","55.0","40.0","52.0","35.0","5.0","W"
"MLB","Rockies","37.0","37.0","52.0","36.0","52.0","38.0","5.0","L","Giants","31.0","26.0","50.0","40.0","50.0","29.0","9.0","W"
"MLB","Padres","37.0","32.0","49.0","35.0","53.0","38.0","2.0","L","Nationals","38.0","35.0","50.0","36.0","54.0","41.0","10.0","W"
"MLB","Braves","38.0","33.0","52.0","39.0","52.0","40.0","0.0","L","Phillies","54.0","43.0","63.0","49.0","66.0","62.0","3.0","W"
"MLB","Marlins","35.0","30.0","49.0","36.0","51.0","37.0","0.0","L","Mets","40.0","18.0","59.0","46.0","51.0","46.0","2.0","W"
"MLB","Diamondbacks","31.0","17.0","43.0","31.0","46.0","34.0","2.0","L","Brewers","28.0","19.0","46.0","34.0","49.0","30.0","4.0","W"
"MLB","Yankees","26.0","17.0","43.0","30.0","46.0","24.0","10.0","W","Rangers","26.0","18.0","41.0","26.0","45.0","23.0","5.0","L"
"MLB","Tigers","41.0","49.0","48.0","35.0","53.0","40.0","2.0","L","Twins","36.0","23.0","49.0","35.0","50.0","37.0","4.0","W"
"MLB","Orioles","33.0","17.0","49.0","35.0","51.0","34.0","3.0","W","White Sox","32.0","19.0","44.0","35.0","50.0","35.0","2.0","L"
"MLB","Royals","28.0","20.0","48.0","30.0","48.0","25.0","0.0","L","Cardinals","32.0","21.0","44.0","32.0","49.0","36.0","6.0","W"
"MLB","Rockies","34.0","25.0","46.0","39.0","49.0","33.0","2.0","W","Dodgers","30.0","22.0","41.0","31.0","48.0","29.0","1.0","L"
"NHL","Lightning","27.0","20.0","38.0","24.0","45.0","23.0","0.0","L","Capitals","33.0","23.0","47.0","35.0","49.0","37.0","3.0","W"
"MLB","Yankees","34.0","38.0","50.0","36.0","53.0","33.0","10.0","L","Rangers","30.0","20.0","44.0","29.0","52.0","30.0","12.0","W"
"MLB","Braves","35.0","27.0","52.0","36.0","53.0","35.0","0.0","L","Phillies","35.0","27.0","54.0","42.0","52.0","34.0","4.0","W"
"MLB","Angels","34.0","26.0","52.0","37.0","52.0","35.0","5.0","W","Blue Jays","33.0","22.0","44.0","28.0","53.0","36.0","4.0","L"
"MLB","Pirates","34.0","29.0","47.0","32.0","53.0","35.0","5.0","W","Reds","40.0","21.0","55.0","41.0","53.0","45.0","4.0","L"
"MLB","Marlins","37.0","22.0","43.0","27.0","51.0","36.0","2.0","W","Mets","41.0","24.0","48.0","33.0","52.0","40.0","1.0","L"
"MLB","Red Sox","36.0","30.0","49.0","34.0","52.0","35.0","4.0","W","Rays","34.0","21.0","45.0","31.0","52.0","36.0","1.0","L"
"MLB","Indians","35.0","25.0","46.0","32.0","52.0","37.0","1.0","W","Cubs","37.0","26.0","46.0","29.0","52.0","41.0","0.0","L"
"MLB","Orioles","35.0","29.0","48.0","31.0","52.0","36.0","1.0","L","White Sox","31.0","29.0","47.0","32.0","51.0","29.0","11.0","W"
"MLB","Mariners","36.0","29.0","52.0","40.0","53.0","39.0","1.0","W","Athletics","32.0","29.0","48.0","35.0","51.0","31.0","0.0","L"
"MLB","Rockies","40.0","33.0","47.0","36.0","52.0","40.0","0.0","L","Dodgers","42.0","34.0","53.0","37.0","53.0","44.0","3.0","W"
"MLB","Rockies","35.0","43.0","44.0","31.0","52.0","32.0","9.0","W","Reds","34.0","54.0","46.0","34.0","52.0","33.0","6.0","L"
"MLB","Orioles","33.0","48.0","42.0","30.0","51.0","30.0","2.0","W","Mets","42.0","28.0","51.0","35.0","53.0","43.0","1.0","L"
"MLB","Athletics","36.0","34.0","46.0","32.0","52.0","36.0","4.0","L","Rangers","35.0","17.0","61.0","40.0","52.0","46.0","7.0","W"
"MLB","Phillies","36.0","17.0","62.0","38.0","52.0","47.0","6.0","W","Cubs","38.0","36.0","65.0","45.0","53.0","50.0","1.0","L"
"MLB","Mariners","33.0","28.0","57.0","32.0","52.0","42.0","7.0","W","Astros","38.0","13.0","66.0","45.0","52.0","50.0","1.0","L"
"MLB","Rays","37.0","30.0","57.0","39.0","52.0","38.0","2.0","L","Nationals","35.0","23.0","54.0","34.0","52.0","43.0","4.0","W"
"MLB","Dodgers","35.0","24.0","56.0","37.0","52.0","39.0","5.0","W","Pirates","37.0","25.0","53.0","35.0","53.0","42.0","0.0","L"
"MLB","Yankees","45.0","25.0","52.0","36.0","57.0","48.0","7.0","W","Blue Jays","44.0","29.0","55.0","39.0","66.0","52.0","2.0","L"
"MLB","Brewers","39.0","27.0","59.0","42.0","61.0","43.0","2.0","L","Indians","39.0","26.0","54.0","40.0","54.0","43.0","3.0","W"
"MLB","Tigers","36.0","31.0","61.0","44.0","55.0","36.0","0.0","L","Red Sox","42.0","31.0","52.0","39.0","63.0","46.0","6.0","W"
"MLB","Royals","31.0","40.0","43.0","25.0","54.0","26.0","6.0","L","Angels","36.0","58.0","50.0","33.0","53.0","36.0","9.0","W"
"MLB","Braves","29.0","39.0","38.0","23.0","54.0","23.0","4.0","L","Padres","42.0","37.0","53.0","36.0","53.0","50.0","11.0","W"
"MLB","Diamondbacks","35.0","18.0","45.0","29.0","51.0","33.0","3.0","L","Giants","41.0","24.0","60.0","36.0","51.0","50.0","10.0","W"
"NHL","Golden Knights","39.0","30.0","53.0","32.0","51.0","47.0","2.0","L","Capitals","39.0","32.0","56.0","35.0","52.0","44.0","6.0","W"
"MLB","Rangers","36.0","28.0","47.0","35.0","52.0","34.0","1.0","L","Angels","32.0","21.0","44.0","29.0","51.0","33.0","3.0","W"
"MLB","Marlins","32.0","29.0","49.0","30.0","52.0","30.0","1.0","L","Diamondbacks","33.0","28.0","53.0","36.0","53.0","36.0","6.0","W"
"MLB","Rays","40.0","24.0","62.0","43.0","54.0","45.0","1.0","L","Mariners","33.0","25.0","60.0","39.0","52.0","42.0","2.0","W"
"MLB","Reds","38.0","26.0","57.0","41.0","53.0","44.0","3.0","L","Padres","42.0","22.0","59.0","45.0","54.0","52.0","6.0","W"
"MLB","Red Sox","35.0","27.0","43.0","33.0","52.0","37.0","9.0","W","Astros","37.0","34.0","46.0","34.0","53.0","38.0","3.0","L"
"MLB","Blue Jays","49.0","32.0","54.0","35.0","60.0","55.0","8.0","W","Tigers","39.0","24.0","46.0","32.0","53.0","39.0","4.0","L"
"MLB","Cubs","33.0","35.0","45.0","32.0","48.0","33.0","2.0","W","Mets","27.0","20.0","42.0","29.0","44.0","26.0","0.0","L"
"MLB","Nationals","23.0","19.0","41.0","22.0","42.0","18.0","2.0","L","Braves","28.0","37.0","36.0","23.0","45.0","26.0","4.0","W"
"MLB","Indians","29.0","27.0","45.0","31.0","44.0","25.0","5.0","L","Twins","28.0","17.0","37.0","25.0","45.0","27.0","7.0","W"
